series_id,display_name,aggregation_role,definition,unit,calorific_basis,basis_confidence,period_type,flow,product,sector,region,field,level,producer,technology,scope,geography_scope,redevance_toggle,is_total,n_obs,first_year,last_year,n_sources,families,templates,confidence,escalated
energy_balance|flow.final_energy|prod.electricity||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=electricity] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=electricity] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.electricity,,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2024/bilan-matrix-v2010/bilan-matrix-v2015,low,False
energy_balance|flow.final_energy|prod.fuel_oil|sect.agriculture|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=fuel_oil, sector=agriculture] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=fuel_oil, sector=agriculture] (ktep) annual. Source families: bilan; period_type=annual; years 2016–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.fuel_oil,sect.agriculture,,,,,,,,,True,7,2016,2024,7,bilan,bilan-matrix-v2024,low,False
energy_balance|flow.final_energy|prod.fuel_oil|sect.commercial|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=fuel_oil, sector=commercial] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=fuel_oil, sector=commercial] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2017. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.fuel_oil,sect.commercial,,,,,,,,,True,8,2010,2017,8,bilan,bilan-matrix-v2010/bilan-matrix-v2015/bilan-matrix-v2024,low,False
energy_balance|flow.final_energy|prod.fuel_oil|sect.ind_other|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=fuel_oil, sector=ind_other] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=fuel_oil, sector=ind_other] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.fuel_oil,sect.ind_other,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.final_energy|prod.fuel_oil|sect.industry|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=fuel_oil, sector=industry] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=fuel_oil, sector=industry] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.fuel_oil,sect.industry,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.final_energy|prod.fuel_oil|sect.residential_commercial|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=fuel_oil, sector=residential_commercial] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=fuel_oil, sector=residential_commercial] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.fuel_oil,sect.residential_commercial,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.final_energy|prod.fuel_oil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=fuel_oil] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=fuel_oil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.fuel_oil,,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2024/bilan-matrix-v2015/bilan-matrix-v2010,low,False
energy_balance|flow.final_energy|prod.gasoil|sect.agriculture|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=agriculture] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=agriculture] (ktep) annual. Source families: bilan; period_type=annual; years 2016–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.gasoil,sect.agriculture,,,,,,,,,True,7,2016,2024,7,bilan,bilan-matrix-v2024,low,False
energy_balance|flow.final_energy|prod.gasoil|sect.commercial|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=commercial] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=commercial] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.gasoil,sect.commercial,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.final_energy|prod.gasoil|sect.ind_other|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=ind_other] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=ind_other] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.gasoil,sect.ind_other,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.final_energy|prod.gasoil|sect.industry|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=industry] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=industry] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.gasoil,sect.industry,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.final_energy|prod.gasoil|sect.residential_commercial|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=residential_commercial] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=residential_commercial] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.gasoil,sect.residential_commercial,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.final_energy|prod.gasoil|sect.residential|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=residential] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=residential] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.gasoil,sect.residential,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.final_energy|prod.gasoil|sect.transport_rail|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=transport_rail] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=transport_rail] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.gasoil,sect.transport_rail,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2015/bilan-matrix-v2024,low,False
energy_balance|flow.final_energy|prod.gasoil|sect.transport_road|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=transport_road] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=transport_road] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.gasoil,sect.transport_road,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.final_energy|prod.gasoil|sect.transport|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=transport] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=gasoil, sector=transport] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.gasoil,sect.transport,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.final_energy|prod.gasoil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=gasoil] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=gasoil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.gasoil,,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2015/bilan-matrix-v2024,low,False
energy_balance|flow.final_energy|prod.gasoline|sect.transport_road|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=gasoline, sector=transport_road] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=gasoline, sector=transport_road] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.gasoline,sect.transport_road,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2024/bilan-matrix-v2010/bilan-matrix-v2015,low,False
energy_balance|flow.final_energy|prod.gasoline|sect.transport|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=gasoline, sector=transport] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=gasoline, sector=transport] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.gasoline,sect.transport,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.final_energy|prod.gasoline||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=gasoline] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=gasoline] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.final_energy,prod.gasoline,,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.final_energy|prod.jet|sect.transport_air|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=jet, sector=transport_air] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=jet, sector=transport_air] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.jet,sect.transport_air,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2015/bilan-matrix-v2024,low,False
energy_balance|flow.final_energy|prod.jet|sect.transport|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=jet, sector=transport] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=jet, sector=transport] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.jet,sect.transport,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.final_energy|prod.jet||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=jet] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=jet] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.jet,,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2024/bilan-matrix-v2010/bilan-matrix-v2015,low,False
energy_balance|flow.final_energy|prod.kerosene|sect.agriculture|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=kerosene, sector=agriculture] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=kerosene, sector=agriculture] (ktep) annual. Source families: bilan; period_type=annual; years 2016–2023. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.kerosene,sect.agriculture,,,,,,,,,True,6,2016,2023,6,bilan,bilan-matrix-v2024,low,False
energy_balance|flow.final_energy|prod.kerosene|sect.commercial|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=kerosene, sector=commercial] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=kerosene, sector=commercial] (ktep) annual. Source families: bilan; period_type=annual; years 2014–2023. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.kerosene,sect.commercial,,,,,,,,,True,9,2014,2023,9,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.final_energy|prod.kerosene|sect.ind_other|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=kerosene, sector=ind_other] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=kerosene, sector=ind_other] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2022. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.kerosene,sect.ind_other,,,,,,,,,True,12,2010,2022,12,bilan,bilan-matrix-v2024/bilan-matrix-v2010/bilan-matrix-v2015,low,False
energy_balance|flow.final_energy|prod.kerosene|sect.industry|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=kerosene, sector=industry] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=kerosene, sector=industry] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2022. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.kerosene,sect.industry,,,,,,,,,True,12,2010,2022,12,bilan,bilan-matrix-v2015/bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.final_energy|prod.kerosene|sect.residential_commercial|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=kerosene, sector=residential_commercial] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=kerosene, sector=residential_commercial] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.kerosene,sect.residential_commercial,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.final_energy|prod.kerosene|sect.residential|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=kerosene, sector=residential] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=kerosene, sector=residential] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.kerosene,sect.residential,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.final_energy|prod.kerosene||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=kerosene] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=kerosene] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.kerosene,,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.final_energy|prod.lpg|sect.commercial|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=commercial] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=commercial] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.lpg,sect.commercial,,,,,,,,,True,12,2010,2024,12,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.final_energy|prod.lpg|sect.ind_other|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=ind_other] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=ind_other] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.lpg,sect.ind_other,,,,,,,,,True,12,2010,2024,12,bilan,bilan-matrix-v2024/bilan-matrix-v2015/bilan-matrix-v2010,low,False
energy_balance|flow.final_energy|prod.lpg|sect.industry|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=industry] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=industry] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.lpg,sect.industry,,,,,,,,,True,12,2010,2024,12,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.final_energy|prod.lpg|sect.residential_commercial|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=residential_commercial] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=residential_commercial] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.lpg,sect.residential_commercial,,,,,,,,,True,11,2010,2024,11,bilan,bilan-matrix-v2024/bilan-matrix-v2010/bilan-matrix-v2015,low,False
energy_balance|flow.final_energy|prod.lpg|sect.residential|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=residential] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=residential] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.lpg,sect.residential,,,,,,,,,True,11,2010,2024,11,bilan,bilan-matrix-v2024/bilan-matrix-v2015/bilan-matrix-v2010,low,False
energy_balance|flow.final_energy|prod.lpg|sect.transport_air|||||NA|ktep|annual||gpl_primaire|||,"Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=transport_air, scope=gpl_primaire] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=transport_air, scope=gpl_primaire] (ktep) annual. Source families: bilan; period_type=annual; years 2015–2015. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.lpg,sect.transport_air,,,,,,gpl_primaire,,,True,1,2015,2015,1,bilan,bilan-matrix-v2015,normal,False
energy_balance|flow.final_energy|prod.lpg|sect.transport_road|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=transport_road] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=transport_road] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.lpg,sect.transport_road,,,,,,,,,True,12,2010,2024,12,bilan,bilan-matrix-v2015/bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.final_energy|prod.lpg|sect.transport|||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=transport] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=lpg, sector=transport] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.lpg,sect.transport,,,,,,,,,True,12,2010,2024,12,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.final_energy|prod.lpg||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=final_energy, product=lpg] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=lpg] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.final_energy,prod.lpg,,,,,,,,,,True,11,2010,2024,11,bilan,bilan-matrix-v2010/bilan-matrix-v2015/bilan-matrix-v2024,low,False
energy_balance|flow.final_energy|prod.natural_gas|sect.agriculture|||||PCS|ktep|annual||primary_broad|||,"Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=agriculture, scope=primary_broad] basis PCS (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=agriculture, scope=primary_broad] basis PCS (ktep) annual. Source families: bilan; period_type=annual; years 2016–2024. Aggregation role: grand_total.",ktep,PCS,inferred,annual,flow.final_energy,prod.natural_gas,sect.agriculture,,,,,,primary_broad,,,True,7,2016,2024,7,bilan,bilan-matrix-v2024,low,True
energy_balance|flow.final_energy|prod.natural_gas|sect.commercial|||||PCS|ktep|annual||primary_broad|||,"Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=commercial, scope=primary_broad] basis PCS (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=commercial, scope=primary_broad] basis PCS (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,PCS,inferred,annual,flow.final_energy,prod.natural_gas,sect.commercial,,,,,,primary_broad,,,True,11,2010,2024,11,bilan,bilan-matrix-v2015/bilan-matrix-v2010/bilan-matrix-v2024,low,True
energy_balance|flow.final_energy|prod.natural_gas|sect.ind_chemical|||||PCS|ktep|annual||primary_broad|||,"Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=ind_chemical, scope=primary_broad] basis PCS (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=ind_chemical, scope=primary_broad] basis PCS (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,PCS,inferred,annual,flow.final_energy,prod.natural_gas,sect.ind_chemical,,,,,,primary_broad,,,True,11,2010,2024,11,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,True
energy_balance|flow.final_energy|prod.natural_gas|sect.ind_extraction|||||PCS|ktep|annual||primary_broad|||,"Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=ind_extraction, scope=primary_broad] basis PCS (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=ind_extraction, scope=primary_broad] basis PCS (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,PCS,inferred,annual,flow.final_energy,prod.natural_gas,sect.ind_extraction,,,,,,primary_broad,,,True,11,2010,2024,11,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,True
energy_balance|flow.final_energy|prod.natural_gas|sect.ind_food|||||PCS|ktep|annual||primary_broad|||,"Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=ind_food, scope=primary_broad] basis PCS (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=ind_food, scope=primary_broad] basis PCS (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,PCS,inferred,annual,flow.final_energy,prod.natural_gas,sect.ind_food,,,,,,primary_broad,,,True,11,2010,2024,11,bilan,bilan-matrix-v2024/bilan-matrix-v2015/bilan-matrix-v2010,low,True
energy_balance|flow.final_energy|prod.natural_gas|sect.ind_mechelec|||||PCS|ktep|annual||primary_broad|||,"Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=ind_mechelec, scope=primary_broad] basis PCS (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=ind_mechelec, scope=primary_broad] basis PCS (ktep) annual. Source families: bilan; period_type=annual; years 2010–2012. Aggregation role: grand_total.",ktep,PCS,inferred,annual,flow.final_energy,prod.natural_gas,sect.ind_mechelec,,,,,,primary_broad,,,True,2,2010,2012,2,bilan,bilan-matrix-v2010,low,True
energy_balance|flow.final_energy|prod.natural_gas|sect.ind_metal|||||PCS|ktep|annual||primary_broad|||,"Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=ind_metal, scope=primary_broad] basis PCS (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=ind_metal, scope=primary_broad] basis PCS (ktep) annual. Source families: bilan; period_type=annual; years 2016–2024. Aggregation role: grand_total.",ktep,PCS,inferred,annual,flow.final_energy,prod.natural_gas,sect.ind_metal,,,,,,primary_broad,,,True,8,2016,2024,8,bilan,bilan-matrix-v2024,low,True
energy_balance|flow.final_energy|prod.natural_gas|sect.ind_nonmetallic|||||PCS|ktep|annual||primary_broad|||,"Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=ind_nonmetallic, scope=primary_broad] basis PCS (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=final_energy, product=natural_gas, sector=ind_nonmetallic, scope=primary_broad] basis PCS (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,PCS,inferred,annual,flow.final_energy,prod.natural_gas,sect.ind_nonmetallic,,,,,,primary_broad,,,True,11,2010,2024,11,bilan,bilan-matrix-v2024/bilan-matrix-v2015/bilan-matrix-v2010,low,True
